"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002474","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","40/3831","94/17468",5.83086900474641e-06,0.000245901820441547,0.000202969269530011,"PSMD1/PSMD11/HLA-B/BCAP31/PSME3/PSMD2/PSMC1/PSMB2/PSMA7/PSMA4/PSMC2/ACE/PSMB7/PSMD3/PSMD10/PSMC3/HLA-C/PSMB4/PSMB10/VAMP8/ITGB5/PSME1/PSMC4/PSMB6/SEC24C/PSMB5/PSMD9/PSMB3/PSME4/ERAP2/PSMC5/CYBB/HLA-F/SNAP23/B2M/PSMA6/PSMB1/HLA-E/SEC24D/PSMA3",40
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","67/3831","185/17468",5.98486537949047e-06,0.000250667478051947,0.000206902880278708,"CTSD/KIF3B/PSMD1/PSMD11/HLA-B/BCAP31/AP1B1/PSME3/DNM2/PSMD2/RAB7A/PSMC1/PSMB2/DCTN5/PSMA7/AP1G1/PSMA4/DYNC1LI2/PSMC2/ACE/PSMB7/HLA-DPA1/PSMD3/PSMD10/KIF4A/AP2S1/PSMC3/HLA-C/LGMN/PSMB4/KIF22/PSMB10/VAMP8/KLC2/CAPZB/SPTBN2/HLA-DOA/DCTN4/ITGB5/KIF5A/PSME1/PSMC4/CLTA/PSMB6/SEC24C/PSMB5/KIF2C/PSMD9/PSMB3/PSME4/ERAP2/PSMC5/AP1S1/CYBB/ACTR1A/HLA-F/SNAP23/B2M/AP2B1/PSMA6/PSMB1/CAPZA1/KIF23/HLA-E/SEC24D/PSMA3/DCTN3",67
"GO:0019882","GO:0019882","antigen processing and presentation","76/3831","217/17468",6.1543770693312e-06,0.000256013712782043,0.000211315703884305,"CTSD/KIF3B/PSMD1/PSMD11/HLA-B/BCAP31/RAB5B/AP1B1/PSME3/DNM2/PSMD2/RAB7A/RAB35/PSMC1/PSMB2/DCTN5/RAB4A/AP3D1/PSMA7/AP1G1/PSMA4/DYNC1LI2/PSMC2/ACE/PSMB7/HLA-DPA1/PSMD3/RAB10/PSMD10/KIF4A/AP2S1/PSMC3/HLA-C/LGMN/PSMB4/KIF22/PSMB10/VAMP8/KLC2/CAPZB/SPTBN2/HLA-DOA/DCTN4/ITGB5/KIF5A/PSME1/PSMC4/CLTA/PSMB6/SEC24C/PSMB5/KIF2C/PSMD9/PSMB3/PSME4/ERAP2/PSMC5/AP1S1/AP3B1/CYBB/ACTR1A/HLA-F/RAB32/RAB3B/SNAP23/B2M/AP2B1/PSMA6/PSMB1/CAPZA1/KIF23/HLA-E/SEC24D/PSMA3/NOD1/DCTN3",76
"GO:0007059","GO:0007059","chromosome segregation","92/3831","275/17468",6.20613886327977e-06,0.000256422561817269,0.000211653171048552,"NCAPH/CCNB1/CDC42/RCC1/CCNB1IP1/CTCF/CHMP4B/PSRC1/NDC1/KPNB1/ZWINT/CENPQ/BIRC5/ZW10/CENPX/CDC27/FAM83D/ESPL1/H2AFY/ERCC2/RMI2/CDCA5/BAG6/SMARCAD1/CHAMP1/ACTR2/AKAP8/SMC1A/KIFC1/TACC3/ATM/INCENP/KIF4A/SMC3/CENPC/CIAO1/HNRNPU/KIF22/PPP2R1A/PMF1/CDC20/FBXW7/RAN/NCAPH2/SKA1/TEX14/BEX4/RCC2/CSNK2A1/MKI67/INO80/CENPS/KIF2C/AURKB/MCMBP/SPC25/KATNB1/CENPN/CHMP1A/CHMP6/CTNNB1/PDS5A/SIRT2/PIBF1/SLF2/CDCA8/RAB11A/FEN1/CENPW/RIOK3/MAU2/SEH1L/RRS1/CDC6/GEM/TRIP13/RGS14/NDC80/TTN/PLK1/SKA2/USP44/SPAG5/HJURP/KIF23/SYCP2/PUM2/MAPK15/MLH3/MLH1/XRCC3/CDCA2",92
"GO:0140014","GO:0140014","mitotic nuclear division","82/3831","239/17468",6.671317792061e-06,0.00027379267314398,0.000225990595640639,"HSPA1A/HSPA1B/PRMT5/NCAPH/UBXN2B/KIF3B/CCNB1/RCC1/CHMP4B/RHOA/PSRC1/KPNB1/ZWINT/PDXP/PPP2R2D/ZW10/CDC27/UBE2C/ESPL1/H2AFY/CDCA5/SPAST/CHAMP1/AKAP8/SMC1A/KIFC1/TACC3/ATM/INCENP/PKMYT1/KIF4A/SMC3/MAP9/GOLGA2/HNRNPU/KIF22/PPP2R1A/ARHGEF10/CDC20/TOM1L1/CEP192/RAN/NCAPH2/TEX14/MKI67/CUL9/INO80/KIF2C/AURKB/DRG1/KATNB1/STAG1/CHMP1A/CHMP6/BCCIP/PDS5A/SIRT2/PIBF1/SLF2/CDCA8/RAB11A/MYBL2/PDGFRB/MAU2/CTDP1/SEH1L/RRS1/CDC6/TRIP13/NDC80/AURKAIP1/TTN/PLK1/USP44/FBXW5/SPAG5/ANLN/KIF23/KNTC1/XRCC3/TPX2/WRAP73",82
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","27/3831","55/17468",8.01690817752228e-06,0.000325213068725123,0.000268433388911988,"ND2/ND3/ND5/ND1/ND6/NDUFB2/ND4/ND4L/PARK7/NDUFS5/NDUFS2/NDUFB8/DLD/NDUFA8/NDUFC2/NDUFS6/NDUFB11/NDUFV2/NDUFC1/ISCU/NDUFAB1/NDUFS8/NDUFB9/NDUFB7/NDUFA4/NDUFA3/NDUFC2-KCTD14",27
"GO:0071156","GO:0071156","regulation of cell cycle arrest","44/3831","108/17468",8.03060889247646e-06,0.000325213068725123,0.000268433388911988,"CDKN1A/BTG2/FOXM1/PLK2/MYBBP1A/CCNB1/PRKACA/ZNF268/CNOT9/GADD45A/CDK5/POU4F1/TFDP1/GTSE1/CDK4/BAX/HSP90AB1/CNOT7/CNOT11/MDM2/SOX4/CASP2/ATM/ZNF385A/TRIAP1/PRMT1/TP73/ARID3A/GPER1/AKT2/ZBTB17/MUC1/CDK5R1/E2F4/SLC25A33/TFAP4/RPL26/E2F1/PLK3/CCND1/PLAGL1/MED25/GATA6/CNOT3",44
"GO:0065004","GO:0065004","protein-DNA complex assembly","73/3831","208/17468",8.55007235479892e-06,0.000343971660852601,0.000283916876324521,"H1F0/HIST1H1C/HIST2H4A/HIST1H4E/TSPYL2/SMARCB1/HIST2H2BE/PARP1/BRD2/CHAF1B/CETN2/GRWD1/RUVBL1/SOX9/CENPQ/SET/CENPX/SMARCA4/RPA1/H2AFY/ERCC2/UBN1/CHAF1A/HIST2H4B/RNF4/ATF7IP/HIST1H2BF/HIST1H2BN/HIST1H3H/CENPV/DDB1/CENPI/CENPC/UBC/RAD23B/NAP1L4/CCNH/HIST1H4D/H3F3A/HIST1H1E/CENPS/TAF1C/RPA2/HP1BP3/H2AFX/DAXX/GTF3C5/CENPN/ASF1B/POLR1E/CUL4B/SGF29/HIST1H2BJ/CENPW/GTF2H1/MCM2/DDB2/CENPM/HIST1H4K/HIST2H3C/HIST1H3B/RBBP4/XPA/CENPP/RAD52/XPC/HMGB1/HJURP/HIST1H2BC/ANP32B/TCF4/UBA52/HIST1H2BO",73
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","37/3831","86/17468",9.51125165197344e-06,0.000378334307149671,0.000312280071056104,"PSMD1/PSMD11/PSME3/PSMD2/PSMC1/PSMB2/PSMA7/PSMA4/PSMC2/CUL1/PSMB7/PSMD3/ATM/PSMD10/PSMC3/USP47/PSMB4/PSMB10/SKP1/TICRR/PSME1/PSMC4/PSMB6/PSMB5/PSMD9/PSMB3/AURKB/PSME4/CDK5RAP3/MIIP/BRSK1/PSMC5/NBN/FHL1/PSMA6/PSMB1/PSMA3",37
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","109/3831","341/17468",9.63169988669004e-06,0.000378334307149671,0.000312280071056104,"MOV10/HSPA1A/BTG2/PLK2/HERPUD1/MSN/KEAP1/FYCO1/TOB1/BCAP31/HSPB8/PIP4K2B/PABPC1/VPS35/KHSRP/HNRNPR/ADAM9/PSMC1/SESN2/GSK3A/LRP2/PARK7/ZFP36L1/LARP1/BAX/PTPN1/ZBTB20/SH3D19/RDX/CNOT7/MDM2/SGTA/USP5/SMCR8/BAG6/RNF40/HSPBP1/PSMC2/VCP/FBXO7/TMEM173/ATM/FURIN/TRIM65/PSMD10/KAT5/PSMC3/DVL1/USP13/CDC37/TP53INP1/SVIP/RIPK2/RBM24/CSNK1A1/FBXW7/ATP5IF1/OPTN/DAPK1/DISC1/PSMC4/SH3GLB1/BAG3/CLU/ZFP36/AKT2/BAD/GBA/KIAA1324/ATXN3/DXO/ROCK1/FLCN/CTSC/CAV1/ARNT/SIRT2/GCLC/PSMC5/SIRT1/PTTG1IP/MID2/TWIST1/PACSIN3/PNPT1/ZC3H12A/AKT1/TRIM8/IRGM/RALB/TRIM13/NUPR1/RNF152/PFKFB4/PLK1/PLK3/NANOS1/HSF1/DCN/STUB1/NNT/PIK3CB/LRRK2/PIP4K2C/GPD1/NOD1/NRDC/SUPV3L1/PHKG2",109
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","70/3831","198/17468",9.76751804160054e-06,0.000378334307149671,0.000312280071056104,"HSPA1A/PLK2/HERPUD1/KEAP1/PRKACA/BCAP31/PSME3/MAP1A/BTRC/PSMC1/GSK3A/CCAR2/PARK7/HSP90AB1/UBE2K/MDM2/SGTA/USP5/BAG6/RNF40/PDCL3/HSPBP1/PSMC2/VCP/EFNA1/PKD1/PSMD10/PSMC3/DVL1/USP13/SVIP/GLMN/CSNK1A1/RAD23B/OGT/UFL1/SUFU/FBXW7/USP14/ATP5IF1/RHBDF1/DISC1/GNA12/PSMC4/CLU/CSNK2A1/GBA/YOD1/ATXN3/SMARCC1/UBQLN4/CTSC/CAV1/SIRT2/LAMP3/GCLC/PSMC5/RYBP/USP25/GPX1/FHIT/AKT1/UBE2G2/NUPR1/PLK1/PLK3/STUB1/TMF1/LRRK2/ARAF",70
"GO:0030968","GO:0030968","endoplasmic reticulum unfolded protein response","45/3831","112/17468",9.79883620796948e-06,0.000378334307149671,0.000312280071056104,"HDGF/CREB3L2/ATF3/TATDN2/HERPUD1/ATP6V0D1/XBP1/EIF2AK3/TSPYL2/PPP1R15A/ASNS/CTH/ASNA1/TMEM33/GOSR2/GSK3A/BAX/PTPN1/ACADVL/CREB3L1/VCP/HSPA5/DDIT3/DERL1/SERP1/CREBRF/CTDSP2/CXCL8/ADD1/STC2/KLHDC3/YOD1/PPP1R15B/ZBTB17/BAK1/TBL2/CDK5RAP3/WIPI1/CREB3/ERN1/FKBP14/VAPB/PDIA5/CCND1/STUB1",45
"GO:0043687","GO:0043687","post-translational protein modification","114/3831","360/17468",9.82931748679311e-06,0.000378334307149671,0.000312280071056104,"BTBD6/KEAP1/IGFBP5/SCG2/PSMD1/PSMD11/RAB1B/APLP2/FEM1A/PSME3/COPS8/PSMD2/BTRC/CCNF/PSMC1/LAMB1/PSMB2/DCAF7/PSMA7/FBXO17/SHISA5/WDR5/FBXW2/IGFBP7/MELTF/CUL2/CKAP4/PSMA4/KLHL21/PSMC2/DTL/CUL1/PSMB7/DDB1/LAMC1/CCN1/FBXO7/PSMD3/RCN1/LCMT2/FBXO44/PSMD10/KLHL41/MXRA8/PSMC3/PSMB4/CHGB/BTBD1/ICMT/PTP4A2/LRRC41/SKP2/KLHL2/PSMB10/SKP1/KLHL25/KCTD7/RAB13/FBXW7/CHM/NOTUM/UBE2F/PSME1/PSMC4/FBXW4/PSMB6/CSF1/CUL9/LMO7/PSMB5/STC2/SUMF2/RNF7/PSMD9/PSMB3/ANO8/PSME4/FLCN/P3H1/CUL4B/PSMC5/FEM1C/RAB11A/RAB8A/GAS6/KLHL3/DCAF13/IRGM/GPS1/WIPI2/DDB2/FBXL12/MATN3/NEDD8/KBTBD8/FBXL19/WDTC1/PSMA6/C4A/FBXW5/FGF23/APP/VCAN/PSMB1/RAB11B/ELOB/FBN1/EPAS1/ALB/WSB2/COPS4/PSMA3/ASB8/ELOC",114
"GO:0006338","GO:0006338","chromatin remodeling","58/3831","156/17468",9.90738339561645e-06,0.000378334307149671,0.000312280071056104,"HIST2H4A/HIST1H4E/SMARCB1/HMGA1/ACTB/RUVBL1/SOX9/RERE/PBRM1/MBD3/CENPQ/ACTL6A/KDM6B/CENPX/SMARCA4/MYSM1/HDAC1/EZH1/HIST2H4B/SMARCAD1/MYC/CENPV/BAZ1B/SMARCE1/SMARCA1/CENPI/CHRAC1/TOP1/CENPC/CHD4/KAT2A/SMARCD1/PADI2/HIST1H4D/H3F3A/INO80/CENPS/ARID1B/TAF6L/PSME4/DAXX/SMARCC1/CENPN/CTNNB1/ZBTB7A/ZBTB1/CENPW/BAHD1/GATAD2B/BPTF/CENPM/HIST1H4K/RBBP4/PABPC1L/CENPP/DMAP1/HJURP/SIRT6",58
"GO:0018393","GO:0018393","internal peptidyl-lysine acetylation","58/3831","156/17468",9.90738339561645e-06,0.000378334307149671,0.000312280071056104,"SPHK2/SMARCB1/CTCF/ZMPSTE24/POLE4/RUVBL1/MCRS1/MBD3/PER1/ACTL6A/SET/BEND3/RPS6KA5/WDR5/ATAT1/CREBBP/HCFC1/BAG6/SNAI2/NAA40/KAT5/SRCAP/TADA2B/TADA3/OGT/KAT2A/KANSL3/BRD1/KANSL1L/TADA2A/USP22/ZNF451/CTBP1/PCGF2/MEAF6/PPARGC1A/TAF7/TAF6L/FLCN/PYGO2/MSL2/MUC1/GATA2/SIRT1/WBP2/TWIST1/SGF29/BRD7/SIN3A/IRF4/DPF2/TAF5L/TRRAP/AUTS2/KMT2A/ING5/DMAP1/MBIP",58
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","23/3831","44/17468",9.92526746679796e-06,0.000378334307149671,0.000312280071056104,"HSPA1A/HERPUD1/XBP1/PPP1R15A/PARK7/BCL2L1/PTPN1/SGTA/CREB3L1/HSPA5/TMBIM6/SVIP/PDX1/USP14/CLU/YOD1/PPP1R15B/GRINA/CREB3/USP25/OPA1/UBE2G2/LRRK2",23
"GO:0051656","GO:0051656","establishment of organelle localization","137/3831","448/17468",1.0010127448617e-05,0.000378334307149671,0.000312280071056104,"DNAJC5/ACTN4/RIMS4/UCHL1/CALM3/SPHK2/UBXN2B/FYCO1/KIF3B/KIF1C/CCNB1/SNAP25/CDC42/RAB1B/SAPCD2/CHMP4B/PSRC1/PPP6R1/YKT6/P2RY1/NAPA/CNIH1/KPNB1/CENPQ/DNM2/CDK5/NEFL/BACE1/UNC13B/ZW10/KIF1A/GOSR2/YWHAZ/FAM83D/AP3D1/ADCY1/ESPL1/WDR11/CDCA5/FEZ1/SPAST/LIN7A/CHAMP1/ACTR2/TRAPPC5/TRAPPC10/KIFC1/NECTIN2/TRAPPC6A/ATM/PREPL/PDCD6/MYO1C/DVL1/GOLGA2/TMEM230/RIMS3/HNRNPU/KIF22/PIK3CD/VAMP8/NMD3/ATP2A2/STARD3NL/MAP1B/PPP6C/NTN1/RAN/KIF5A/SNAPIN/SNAP29/BBS4/SEC24C/UXT/TMED2/DLG1/KIF2C/SYT12/MREG/KATNB1/TRAK2/CTSC/CHMP1A/CHMP6/CTNNB1/SPG11/WIPI1/BLOC1S3/GATA2/TRAPPC2L/ATP6AP1/PIBF1/CDCA8/RAB11A/MCFD2/AP3B1/SYP/CSPG5/CPLX1/SEH1L/PAFAH1B1/OPA1/ARHGEF2/RRS1/GRIK5/FAM91A1/VAMP1/ARL6/NSF/GAB2/SNAP23/GEM/NCS1/NDC80/XPO1/SPIRE2/SNX4/MGARP/PPP6R3/ITGA4/PLK1/PCLO/PCM1/SPAG5/SPRY2/FHOD1/TRAPPC1/RAB11B/KIF23/MAPK15/KIT/LRRK2/SEC24D/MLH1/PDPK1/CDH3/AP3M1",137
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","36/3831","83/17468",1.00229203202366e-05,0.000378334307149671,0.000312280071056104,"PSMD1/PSMD11/XRCC5/PSME3/YAP1/PSMD2/PSMC1/PSMB2/PSMA7/ERCC2/PSMA4/PSMC2/ACE/PSMB7/PSMD3/PSMD10/PSMC3/PSMB4/PSMB10/TCF3/TP73/CBFB/PSME1/PSMC4/PSMB6/PSMB5/HSPA9/PSMD9/PSMB3/PSME4/GATA2/PSMC5/PSMA6/KMT2A/PSMB1/PSMA3",36
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","83/3831","245/17468",1.01557876309185e-05,0.000380997799773415,0.000314478538522791,"YBX1/TOB1/IGF2BP1/WDR6/EIF4G2/DHX34/CHMP4B/PABPC1/VPS35/MTOR/DDIT4/MAP1A/EIF4G1/TIMP3/MTMR2/TBC1D14/GSK3A/CCAR2/PARK7/LARP1/HSP90AB1/CTSA/FEZ1/SGTA/SMCR8/HNRNPA0/BAG6/POLDIP2/PDCL3/TENT2/EFNA1/FURIN/SECISBP2/KDM4A/GDNF/GOLGA2/SVIP/HNRNPU/RBM24/ELAVL1/OGT/RGP1/SUFU/USP14/MGAT3/ANGEL2/CSNK2A1/ZFP36/FOXK2/PPARGC1A/YOD1/RNF41/ATP2B4/ROCK1/DKC1/SMARCC1/UBQLN4/CDK5RAP3/LEPR/SIRT2/LAMP3/TIRAP/SNRNP70/RYBP/USP25/GATA4/FHIT/AKT1/UBE2G2/NMNAT1/CPTP/NUPR1/ATP13A2/E2F1/ATRAID/SLC25A12/THRAP3/CIRBP/PHF23/PAIP1/RBM10/LRRK2/SIRT6",83
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus","71/3831","202/17468",1.06433576059257e-05,0.000396854461952655,0.000327566750451949,"FOXM1/EGFR/TIMELESS/KMT5A/PARP1/CEBPG/FAM168A/KLHL15/CD44/ZMPSTE24/IER3/PMAIP1/UBE2N/TAF9B/YJU2/CCAR2/TFIP11/BCL2L1/BCL2L12/NEK4/MDM2/SNAI2/MYC/ACTR2/ATM/PSMD10/OTUB1/USP47/ZNF385A/ATAD5/FUS/PARP3/TRIAP1/NSD2/PPP4R2/OGG1/CXCL12/EYA1/DDX5/CLU/BRCC3/NPAS2/AUNIP/RPA2/TMEM161A/H2AFX/NUDT16L1/UBQLN4/MUC1/SIRT1/SLF2/PTTG1IP/RTEL1/TWIST1/SETD2/CYREN/RPL26/PLA2R1/SPIRE2/PIAS4/HSF1/RAD52/ERCC1/HMGB1/EEF1E1/TRIM28/SHLD2/CASP9/SIRT6/SPRED2/HELB",71
"GO:0032508","GO:0032508","DNA duplex unwinding","34/3831","77/17468",1.09843720301679e-05,0.000407087484633193,0.000336013166728263,"PARP1/HMGA1/CETN2/RUVBL1/XRCC6/XRCC5/RAD50/ERCC2/MCM7/DDB1/IGHMBP2/RAD54B/CHD4/GINS1/UBC/RAD23B/INO80/MCM4/CUL4B/NBN/G3BP1/DHX30/RTEL1/DNA2/GTF2H1/MCM2/DDB2/DDX1/XPA/XPC/ASCC3/UBA52/SUPV3L1/HELB",34
"GO:0042594","GO:0042594","response to starvation","63/3831","174/17468",1.12903532389066e-05,0.000415906687083818,0.00034329260482281,"KLF10/CDKN1A/ATF3/MYBBP1A/JUN/XBP1/EIF2AK3/HSPA8/TBC1D5/MAPK1/ASNS/MTOR/PMAIP1/NPRL3/HMGCL/SESN2/ZFYVE1/ITFG2/PPM1D/PCK1/GLUL/LARP1/ATG14/SESN3/CAD/LAMP2/IFI16/HSPA5/DDIT3/GAS2L1/FAS/SLC2A1/HIGD1A/INHBB/RRAGC/SH3GLB1/ZFP36/FOXK2/PPARGC1A/GBA/KIAA1324/TBL2/RRAGD/PDK4/WIPI1/HNRNPA1/SIRT1/GAS6/ZC3H12A/SEH1L/ADSSL1/WIPI2/EHMT2/RALB/BMPR2/RNF152/UPP1/FADS1/ALB/LRRK2/MAX/GCN1/SSTR2",63
"GO:0001736","GO:0001736","establishment of planar polarity","48/3831","123/17468",1.28088209013943e-05,0.000463643150615841,0.000382694652012387,"PSMD1/PSMD11/CDC42/SAPCD2/WDR1/RHOA/PSME3/FZD4/PSMD2/PSMC1/PSMB2/PSMA7/PSMA4/PSMC2/DLG3/PSMB7/PSMD3/PSMD10/AP2S1/PSMC3/DVL1/PSMB4/PSMB10/PFN1/GPC4/DVL3/PSME1/PSMC4/PSMB6/EXOC5/RPGRIP1L/PSMB5/PSMD9/PSMB3/NPHP3/PSME4/BRSK1/PSMC5/PARD6A/GPC6/PAFAH1B1/AP2B1/PSMA6/ARRB2/CELSR2/PSMB1/PRICKLE2/PSMA3",48
"GO:0007164","GO:0007164","establishment of tissue polarity","48/3831","123/17468",1.28088209013943e-05,0.000463643150615841,0.000382694652012387,"PSMD1/PSMD11/CDC42/SAPCD2/WDR1/RHOA/PSME3/FZD4/PSMD2/PSMC1/PSMB2/PSMA7/PSMA4/PSMC2/DLG3/PSMB7/PSMD3/PSMD10/AP2S1/PSMC3/DVL1/PSMB4/PSMB10/PFN1/GPC4/DVL3/PSME1/PSMC4/PSMB6/EXOC5/RPGRIP1L/PSMB5/PSMD9/PSMB3/NPHP3/PSME4/BRSK1/PSMC5/PARD6A/GPC6/PAFAH1B1/AP2B1/PSMA6/ARRB2/CELSR2/PSMB1/PRICKLE2/PSMA3",48
"GO:0006260","GO:0006260","DNA replication","87/3831","261/17468",1.28136864193094e-05,0.000463643150615841,0.000382694652012387,"JUN/EGFR/ZPR1/TSPYL2/TIMELESS/HMGA1/CHAF1B/ZMPSTE24/POLE4/GRWD1/ACHE/WRNIP1/SSRP1/RRM2/SET/CENPX/ALYREF/RAD50/RPA1/RMI2/BCL6/RHNO1/CHAF1A/MCM7/WIZ/REPIN1/DTL/SMC1A/SAMHD1/IGHMBP2/ATM/PPP2CA/KAT5/SMC3/ATAD5/GINS1/PPP2R1A/HRAS/PTMS/TICRR/NCOA6/POLA2/FBXW7/LIG4/RTF2/CDC7/RBBP8/INO80/CENPS/RNASEH2A/S100A11/MCM4/DNAJC2/RPA2/MCMBP/MCM3/SLFN11/REV3L/PDS5A/NUP98/SUPT16H/NBN/CCNE1/RTEL1/FEN1/ZBTB38/MGME1/DNA2/SIN3A/POLD2/CCNE2/MCM2/CDC6/EHMT2/LRWD1/RRM1/RBBP4/POLE2/REV1/ING5/ORC1/DBF4B/RFC1/CDK2AP1/CCNA2/SMARCAL1/HELB",87
"GO:0006475","GO:0006475","internal protein amino acid acetylation","59/3831","161/17468",1.39064597428021e-05,0.00050022353721903,0.000412888386790937,"SPHK2/SMARCB1/CTCF/ZMPSTE24/POLE4/RUVBL1/MCRS1/MBD3/PER1/ACTL6A/SET/BEND3/PCK1/RPS6KA5/WDR5/ATAT1/CREBBP/HCFC1/BAG6/SNAI2/NAA40/KAT5/SRCAP/TADA2B/TADA3/OGT/KAT2A/KANSL3/BRD1/KANSL1L/TADA2A/USP22/ZNF451/CTBP1/PCGF2/MEAF6/PPARGC1A/TAF7/TAF6L/FLCN/PYGO2/MSL2/MUC1/GATA2/SIRT1/WBP2/TWIST1/SGF29/BRD7/SIN3A/IRF4/DPF2/TAF5L/TRRAP/AUTS2/KMT2A/ING5/DMAP1/MBIP",59
"GO:0016573","GO:0016573","histone acetylation","56/3831","151/17468",1.52235518853123e-05,0.000544397776483536,0.000449350146445506,"SPHK2/SMARCB1/CTCF/ZMPSTE24/POLE4/RUVBL1/MCRS1/MBD3/PER1/ACTL6A/SET/BEND3/RPS6KA5/WDR5/CREBBP/HCFC1/SNAI2/NAA40/KAT5/SRCAP/TADA2B/TADA3/OGT/KAT2A/KANSL3/BRD1/KANSL1L/TADA2A/USP22/ZNF451/CTBP1/PCGF2/MEAF6/PPARGC1A/TAF7/TAF6L/FLCN/PYGO2/MSL2/MUC1/GATA2/SIRT1/WBP2/TWIST1/SGF29/BRD7/SIN3A/IRF4/DPF2/TAF5L/TRRAP/AUTS2/KMT2A/ING5/DMAP1/MBIP",56
"GO:0009408","GO:0009408","response to heat","58/3831","158/17468",1.54381449525991e-05,0.000548861955727578,0.000453034914612685,"HSPA6/CDKN1A/HSPA1A/HSPA1B/IRAK1/DNAJB1/HSPA8/PRKACA/HSPB8/CYTB/MAPK1/MTOR/NDC1/YWHAE/MICB/AKT1S1/DNAJC7/MLST8/RPA1/CCAR2/HSPA1L/HSP90AB1/CREBBP/IGFBP7/NUP210/VCP/ATM/PDCD6/CHORDC1/IER5/POM121/TP53INP1/SOD1/HSBP1/BAG1/ATP2A2/CXCL12/NUP85/BAG3/ATXN3/DNAJC2/TCIM/RPA2/DAXX/NUP98/GCLC/RAE1/SIRT1/EIF2B2/DNAJB6/AKT1/SEH1L/NUP50/HSF1/STUB1/HSPA2/NUP188/NUP153",58
"GO:0006414","GO:0006414","translational elongation","48/3831","124/17468",1.6494548199825e-05,0.000583029839548728,0.000481237350886285,"EIF5A/MRPL36/MRPS7/MRPL27/GADD45GIP1/MRPL23/MRPL45/TSFM/MRPL12/MRPL54/SELENOT/MRPL11/MRPL4/MRPL19/DPH2/MRPS23/MRPL20/MRPL37/MRPL28/MRPS10/AARS/MRPL53/MRPS18A/ZNF598/MRPS15/CPEB2/MRPL35/MRPS18B/MRPL1/MRPL44/MRPL15/MRPL41/EEF2K/MRPS12/EIF5AL1/MRPL47/MRPL40/MRPS11/MRPL46/MRPL3/MRPS5/MRPS35/EEF1B2/MRPL38/AURKAIP1/MRPS24/MRPL14/MRPS16",48
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","87/3831","263/17468",1.77834092459683e-05,0.00062220575012839,0.000513573451282976,"NR1D1/ND2/ND3/MYBBP1A/ND5/COX2/ND1/CCNB1/SHMT2/CS/SUCLG2/ND6/CYTB/NDUFB2/IDH3B/MTOR/PPP1R3C/PRELID1/PYGL/ND4/ND4L/SDHC/GSK3A/PARK7/ACADVL/PPP1CA/DLAT/AIFM2/MYC/SLC25A25/NDUFS5/VCP/NDUFS2/NDUFB8/PPP1R3B/LYRM7/IDH2/CAT/FASTKD5/COX5A/COX6B1/ETFB/DLD/IDH3A/NDUFA8/PDHA1/SLC25A14/COX3/TAZ/NDUFC2/AKT2/NDUFS6/PPARGC1A/NDUFB11/DLST/NDUFV2/FLCN/FXN/PHLDA2/LEPR/GYS1/STK40/NDUFC1/STBD1/PNPT1/AKT1/ISCU/NDUFAB1/DYRK2/PPP1R3E/NDUFS8/SLC25A12/NDUFB9/NDUFAF2/GFPT2/UQCRQ/NNT/CISD1/COX7B/UQCC3/NDUFB7/GPD1/NDUFA4/PHKA1/NDUFA3/PHKG2/NDUFC2-KCTD14",87
"GO:0042775","GO:0042775","mitochondrial ATP synthesis coupled electron transport","37/3831","88/17468",1.7836552585101e-05,0.00062220575012839,0.000513573451282976,"ND2/ND3/ND5/COX2/ND1/CCNB1/ND6/CYTB/NDUFB2/ND4/ND4L/PARK7/NDUFS5/NDUFS2/NDUFB8/COX5A/COX6B1/DLD/NDUFA8/COX3/TAZ/NDUFC2/NDUFS6/NDUFB11/NDUFV2/NDUFC1/ISCU/NDUFAB1/NDUFS8/NDUFB9/UQCRQ/COX7B/UQCC3/NDUFB7/NDUFA4/NDUFA3/NDUFC2-KCTD14",37
